date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:04:46	22755/22755	---M-Z	200	added ('OK')	text/html	etag:W/%2263a02cdb-58e3%22	https://themewagon.github.io/winkel/shop.html	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/shop.html	(from https://themewagon.github.io/winkel/)
23:04:47	19512/19512	---M-Z	200	added ('OK')	text/html	etag:W/%2263a02cdb-4c38%22	https://themewagon.github.io/winkel/product-single.html	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/product-single.html	(from https://themewagon.github.io/winkel/)
23:04:47	13171/13171	---M-Z	200	added ('OK')	text/html	etag:W/%2263a02cdb-3373%22	https://themewagon.github.io/winkel/cart.html	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/cart.html	(from https://themewagon.github.io/winkel/)
23:04:47	15024/15024	---M-Z	200	added ('OK')	text/html	etag:W/%2263a02cdb-3ab0%22	https://themewagon.github.io/winkel/checkout.html	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/checkout.html	(from https://themewagon.github.io/winkel/)
23:04:48	19217/19217	---M-Z	200	added ('OK')	text/html	etag:W/%2263a02cdb-4b11%22	https://themewagon.github.io/winkel/about.html	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/about.html	(from https://themewagon.github.io/winkel/)
23:04:49	19736/19736	---M-Z	200	added ('OK')	text/html	etag:W/%2263a02cdb-4d18%22	https://themewagon.github.io/winkel/blog.html	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/blog.html	(from https://themewagon.github.io/winkel/)
23:04:50	11233/11233	---M-Z	200	added ('OK')	text/html	etag:W/%2263a02cdb-2be1%22	https://themewagon.github.io/winkel/contact.html	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/contact.html	(from https://themewagon.github.io/winkel/)
23:04:51	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/winkel/images/divider.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/divider.jpg	(from https://themewagon.github.io/winkel/)
23:04:52	476211/476211	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-74433%22	https://themewagon.github.io/winkel/images/bg_1.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/bg_1.jpg	(from https://themewagon.github.io/winkel/)
23:04:55	73182/73182	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-11dde%22	https://themewagon.github.io/winkel/images/product-1.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/product-1.jpg	(from https://themewagon.github.io/winkel/)
23:04:56	826580/826580	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-c9cd4%22	https://themewagon.github.io/winkel/images/bg_2.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/bg_2.jpg	(from https://themewagon.github.io/winkel/)
23:04:56	602280/602280	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-930a8%22	https://themewagon.github.io/winkel/images/about.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/about.jpg	(from https://themewagon.github.io/winkel/)
23:04:56	83794/83794	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-14752%22	https://themewagon.github.io/winkel/images/product-2.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/product-2.jpg	(from https://themewagon.github.io/winkel/)
23:04:57	109147/109147	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-1aa5b%22	https://themewagon.github.io/winkel/images/product-3.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/product-3.jpg	(from https://themewagon.github.io/winkel/)
23:04:57	69269/69269	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-10e95%22	https://themewagon.github.io/winkel/images/product-4.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/product-4.jpg	(from https://themewagon.github.io/winkel/)
23:04:58	127394/127394	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-1f1a2%22	https://themewagon.github.io/winkel/images/about-1.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/about-1.jpg	(from https://themewagon.github.io/winkel/)
23:04:58	106437/106437	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-19fc5%22	https://themewagon.github.io/winkel/images/about-2.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/about-2.jpg	(from https://themewagon.github.io/winkel/)
23:04:59	81668/81668	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-13f04%22	https://themewagon.github.io/winkel/images/product-5.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/product-5.jpg	(from https://themewagon.github.io/winkel/)
23:04:59	92837/92837	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-16aa5%22	https://themewagon.github.io/winkel/images/product-6.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/product-6.jpg	(from https://themewagon.github.io/winkel/)
23:05:00	45525/45525	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-b1d5%22	https://themewagon.github.io/winkel/images/product-7.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/product-7.jpg	(from https://themewagon.github.io/winkel/)
23:05:01	102614/102614	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-190d6%22	https://themewagon.github.io/winkel/images/product-8.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/product-8.jpg	(from https://themewagon.github.io/winkel/)
23:05:01	36090/36090	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-8cfa%22	https://themewagon.github.io/winkel/images/person_1.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/person_1.jpg	(from https://themewagon.github.io/winkel/)
23:05:01	197174/197174	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-30236%22	https://themewagon.github.io/winkel/images/bg_4.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/bg_4.jpg	(from https://themewagon.github.io/winkel/)
23:05:02	47939/47939	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-bb43%22	https://themewagon.github.io/winkel/images/person_2.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/person_2.jpg	(from https://themewagon.github.io/winkel/)
23:05:02	35096/35096	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-8918%22	https://themewagon.github.io/winkel/images/person_3.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/person_3.jpg	(from https://themewagon.github.io/winkel/)
23:05:03	268038/268038	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a02cdb-41706%22	https://themewagon.github.io/winkel/js/jquery.min.js	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/js/jquery.min.js	(from https://themewagon.github.io/winkel/)
23:05:03	11421/11421	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a02cdb-2c9d%22	https://themewagon.github.io/winkel/js/jquery-migrate-3.0.1.min.js	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/js/jquery-migrate-3.0.1.min.js	(from https://themewagon.github.io/winkel/)
23:05:03	19032/19032	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a02cdb-4a58%22	https://themewagon.github.io/winkel/js/popper.min.js	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/js/popper.min.js	(from https://themewagon.github.io/winkel/)
23:05:04	55775/55775	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a02cdb-d9df%22	https://themewagon.github.io/winkel/js/bootstrap.min.js	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/js/bootstrap.min.js	(from https://themewagon.github.io/winkel/)
23:05:04	8111/8111	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a02cdb-1faf%22	https://themewagon.github.io/winkel/js/jquery.easing.1.3.js	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/js/jquery.easing.1.3.js	(from https://themewagon.github.io/winkel/)
23:05:05	8835/8835	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a02cdb-2283%22	https://themewagon.github.io/winkel/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/js/jquery.waypoints.min.js	(from https://themewagon.github.io/winkel/)
23:05:06	12597/12597	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a02cdb-3135%22	https://themewagon.github.io/winkel/js/jquery.stellar.min.js	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/js/jquery.stellar.min.js	(from https://themewagon.github.io/winkel/)
23:05:08	43237/43237	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a02cdb-a8e5%22	https://themewagon.github.io/winkel/js/owl.carousel.min.js	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/js/owl.carousel.min.js	(from https://themewagon.github.io/winkel/)
23:05:09	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a02cdb-4ef8%22	https://themewagon.github.io/winkel/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/js/jquery.magnific-popup.min.js	(from https://themewagon.github.io/winkel/)
23:05:10	14244/14244	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a02cdb-37a4%22	https://themewagon.github.io/winkel/js/aos.js	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/js/aos.js	(from https://themewagon.github.io/winkel/)
23:05:11	1391/1391	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a02cdb-56f%22	https://themewagon.github.io/winkel/js/jquery.animateNumber.min.js	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/js/jquery.animateNumber.min.js	(from https://themewagon.github.io/winkel/)
23:05:12	46820/46820	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a02cdb-b6e4%22	https://themewagon.github.io/winkel/js/bootstrap-datepicker.js	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/js/bootstrap-datepicker.js	(from https://themewagon.github.io/winkel/)
23:05:13	7447/7447	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a02cdb-1d17%22	https://themewagon.github.io/winkel/js/scrollax.min.js	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/js/scrollax.min.js	(from https://themewagon.github.io/winkel/)
23:05:14	1946/1946	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a02cdb-79a%22	https://themewagon.github.io/winkel/js/google-map.js	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/js/google-map.js	(from https://themewagon.github.io/winkel/)
23:05:15	6776/6776	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a02cdb-1a78%22	https://themewagon.github.io/winkel/js/main.js	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/js/main.js	(from https://themewagon.github.io/winkel/)
23:05:16	28196/28196	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263a02cdb-6e24%22	https://themewagon.github.io/winkel/fonts/open-iconic/open-iconic.eot	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/open-iconic/open-iconic.eot	(from https://themewagon.github.io/winkel/css/open-iconic-bootstrap.min.css)
23:05:16	28196/28196	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263a02cdb-6e24%22	https://themewagon.github.io/winkel/fonts/open-iconic/open-iconic.eot?	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/open-iconic/open-iconicd41d.eot	(from https://themewagon.github.io/winkel/css/open-iconic-bootstrap.min.css)
23:05:17	14984/14984	---M--	200	added ('OK')	font/woff	etag:%2263a02cdb-3a88%22	https://themewagon.github.io/winkel/fonts/open-iconic/open-iconic.woff	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/open-iconic/open-iconic.woff	(from https://themewagon.github.io/winkel/css/open-iconic-bootstrap.min.css)
23:05:17	28028/28028	---M-Z	200	added ('OK')	font/ttf	etag:W/%2263a02cdb-6d7c%22	https://themewagon.github.io/winkel/fonts/open-iconic/open-iconic.ttf	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/open-iconic/open-iconic.ttf	(from https://themewagon.github.io/winkel/css/open-iconic-bootstrap.min.css)
23:05:17	20996/20996	---M-Z	200	added ('OK')	font/otf	etag:W/%2263a02cdb-5204%22	https://themewagon.github.io/winkel/fonts/open-iconic/open-iconic.otf	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/open-iconic/open-iconic.otf	(from https://themewagon.github.io/winkel/css/open-iconic-bootstrap.min.css)
23:05:18	54789/54789	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2263a02cdb-d605%22	https://themewagon.github.io/winkel/fonts/open-iconic/open-iconic.svg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/open-iconic/open-iconic.svg	(from https://themewagon.github.io/winkel/css/open-iconic-bootstrap.min.css)
23:05:18	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/winkel/css/owl.video.play.png	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/css/owl.video.play.png	(from https://themewagon.github.io/winkel/css/owl.carousel.min.css)
23:05:19	112826/112826	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263a02cdb-1b8ba%22	https://themewagon.github.io/winkel/fonts/ionicons/fonts/ionicons.eot?v=4.0.0-19	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/ionicons/fonts/ionicons580c.eot	(from https://themewagon.github.io/winkel/css/ionicons.min.css)
23:05:20	50592/50592	---M--	200	added ('OK')	font/woff2	etag:%2263a02cdb-c5a0%22	https://themewagon.github.io/winkel/fonts/ionicons/fonts/ionicons.woff2?v=4.0.0-19	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/ionicons/fonts/ionicons580c.woff2	(from https://themewagon.github.io/winkel/css/ionicons.min.css)
23:05:21	66024/66024	---M--	200	added ('OK')	font/woff	etag:%2263a02cdb-101e8%22	https://themewagon.github.io/winkel/fonts/ionicons/fonts/ionicons.woff?v=4.0.0-19	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/ionicons/fonts/ionicons580c.woff	(from https://themewagon.github.io/winkel/css/ionicons.min.css)
23:05:22	112648/112648	---M-Z	200	added ('OK')	font/ttf	etag:W/%2263a02cdb-1b808%22	https://themewagon.github.io/winkel/fonts/ionicons/fonts/ionicons.ttf?v=4.0.0-19	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/ionicons/fonts/ionicons580c.ttf	(from https://themewagon.github.io/winkel/css/ionicons.min.css)
23:05:23	313199/313199	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2263a02cdb-4c76f%22	https://themewagon.github.io/winkel/fonts/ionicons/fonts/ionicons.svg?v=4.0.0-19	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/ionicons/fonts/ionicons580c.svg	(from https://themewagon.github.io/winkel/css/ionicons.min.css)
23:05:23	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/winkel/fonts/flaticon/font/Flaticon.eot	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/flaticon/font/Flaticon.eot	(from https://themewagon.github.io/winkel/css/flaticon.css)
23:05:23	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/winkel/fonts/flaticon/font/Flaticon.eot?	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/flaticon/font/Flaticond41d.eot	(from https://themewagon.github.io/winkel/css/flaticon.css)
23:05:23	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/winkel/fonts/flaticon/font/Flaticon.woff	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/flaticon/font/Flaticon.woff	(from https://themewagon.github.io/winkel/css/flaticon.css)
23:05:24	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/winkel/fonts/flaticon/font/Flaticon.ttf	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/flaticon/font/Flaticon.ttf	(from https://themewagon.github.io/winkel/css/flaticon.css)
23:05:24	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/winkel/fonts/flaticon/font/Flaticon.svg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/flaticon/font/Flaticon.svg	(from https://themewagon.github.io/winkel/css/flaticon.css)
23:05:26	307332/307332	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263a02cdb-4b084%22	https://themewagon.github.io/winkel/fonts/icomoon/icomoon.eot?6tt51o	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/icomoon/icomoonccfb.eot	(from https://themewagon.github.io/winkel/css/icomoon.css)
23:05:27	307168/307168	---M-Z	200	added ('OK')	font/ttf	etag:W/%2263a02cdb-4afe0%22	https://themewagon.github.io/winkel/fonts/icomoon/icomoon.ttf?6tt51o	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/icomoon/icomoonccfb.ttf	(from https://themewagon.github.io/winkel/css/icomoon.css)
23:05:29	307244/307244	---M--	200	added ('OK')	font/woff	etag:%2263a02cdb-4b02c%22	https://themewagon.github.io/winkel/fonts/icomoon/icomoon.woff?6tt51o	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/icomoon/icomoonccfb.woff	(from https://themewagon.github.io/winkel/css/icomoon.css)
23:05:30	935341/935341	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2263a02cdb-e45ad%22	https://themewagon.github.io/winkel/fonts/icomoon/icomoon.svg?6tt51o	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/fonts/icomoon/icomoonccfb.svg	(from https://themewagon.github.io/winkel/css/icomoon.css)
23:05:31	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/winkel/images/menu-2.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/menu-2.jpg	(from https://themewagon.github.io/winkel/product-single.html)
23:05:31	319893/319893	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-4e195%22	https://themewagon.github.io/winkel/images/bg_6.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/bg_6.jpg	(from https://themewagon.github.io/winkel/shop.html)
23:05:32	23817/23817	---M-Z	200	added ('OK')	text/html	etag:W/%2263a02cdb-5d09%22	https://themewagon.github.io/winkel/blog-single.html	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/blog-single.html	(from https://themewagon.github.io/winkel/blog.html)
23:05:32	85069/85069	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-14c4d%22	https://themewagon.github.io/winkel/images/image_1.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/image_1.jpg	(from https://themewagon.github.io/winkel/blog.html)
23:05:33	42214/42214	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-a4e6%22	https://themewagon.github.io/winkel/images/image_2.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/image_2.jpg	(from https://themewagon.github.io/winkel/blog.html)
23:05:34	41696/41696	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-a2e0%22	https://themewagon.github.io/winkel/images/image_3.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/image_3.jpg	(from https://themewagon.github.io/winkel/blog.html)
23:05:35	195443/195443	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-2fb73%22	https://themewagon.github.io/winkel/images/image_4.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/image_4.jpg	(from https://themewagon.github.io/winkel/blog.html)
23:05:36	92967/92967	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-16b27%22	https://themewagon.github.io/winkel/images/image_5.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/image_5.jpg	(from https://themewagon.github.io/winkel/blog.html)
23:05:37	102005/102005	---M--	200	added ('OK')	image/jpeg	etag:%2263a02cdb-18e75%22	https://themewagon.github.io/winkel/images/image_6.jpg	C:/My%20Web%20Sites/fashion/themewagon.github.io/winkel/images/image_6.jpg	(from https://themewagon.github.io/winkel/blog.html)
